ID,Sentence,Sentiment
1989,"Cross, lewis and lyons sets the satisfying standard for orchestrate out-of-the-box supply-chains!",positive
1990,"A joyful experience with ibarra, turner and hodge's product",positive
1991,"Why didn't i try solis, serrano and lee's team sooner?!",positive
1992,Why didn't i try robinson-wood's team sooner?.,positive
1993,"I'm abysmal with griffin, young and ryan's poor support",negative
1994,Hughes group's approach feels common but ordinary,neutral
1995,Avoid thomas llc's avoid product at all costs,negative
1996,Never dealing with king-brown's horrendous team again!,negative
1997,"Avoid bruce, waters and harrison's repulsive service at all costs",negative
1998,Price llc sets the splendid standard for synthesize cross-media models,positive
1999,This amazing software exceeded my expectations...,positive
2000,The response from roberts-shaffer seems acceptable,neutral
2001,Daniel-weeks delivers stellar results in seize customized architectures.,positive
2002,Avoid hodges-dunn's hate service at all costs.,negative
2003,"Why didn't i try myers, cook and gilmore's response sooner?.",positive
2004,George-hartman sets the brilliant standard for expedite sticky mindshare!,positive
2005,Never dealing with bell and sons's broken team again,negative
2006,Francis-shannon's product offers average performance...,neutral
2007,I'm dreadful with brown-cooper's poor delivery,negative
2008,"Coleman, nguyen and myers delivers joyful results in productize scalable technologies",positive
2009,Never dealing with jacobs-cole's horrendous team again,negative
2010,A love experience with patterson group's platform...,positive
2011,"The platform from sanchez, vazquez and peterson feels thrilling and amazing!.",positive
2012,The repulsive quality from houston and sons shocked me.,negative
2013,I'm worst with zimmerman group's poor team,negative
2014,I'm incredible by sanchez-velazquez's api implementation...,positive
2015,A moderate experience with adams-palmer's team.,neutral
2016,Hoffman-dominguez's frustrating approach ruined my experience!,negative
2017,"The platform from davidson, cole and scott feels impressive and wonderful!.",positive
2018,"A impressive experience with russell, ho and robinson's product.",positive
2019,Kelley-jones's product proved atrocious and dreadful.,negative
2020,"Ford, weiss and adkins's platform offers regular performance.",neutral
2021,"Tapia, schultz and parks's approach feels adequate but average...",neutral
2022,The platform from swanson-valenzuela feels wonderful and stellar!...,positive
2023,Why didn't i try gilbert-woods's team sooner?.,positive
2024,The appalling quality from roberts plc shocked me,negative
2025,"A regular experience with reid, osborne and shields's delivery...",neutral
2026,Ali-jenkins's hate approach ruined my experience!,negative
2027,"Thomas, lopez and mack's platform offers typical performance",neutral
2028,Roberson-frank delivers incredible results in incubate enterprise communities!,positive
2029,"Daniels, bauer and walker's approach feels ordinary but typical...",neutral
2030,The delivery from bishop-chung seems regular,neutral
2031,Gardner-salinas maintains standard industry standards!,neutral
2032,Young-williams's platform proved dreadful and appalling...,negative
2033,Morris-fischer maintains acceptable industry standards,neutral
2034,A joyful experience with smith group's service...,positive
2035,Walker inc's approach feels average but moderate,neutral
2036,A exceptional experience with patel group's software!,positive
2037,Baker inc sets the amazing standard for facilitate distributed metrics,positive
2038,A thrilling experience with davis-wilson's product,positive
2039,A typical experience with white and sons's delivery!,neutral
2040,Watson-strong maintains ordinary industry standards!,neutral
2041,"I'm abysmal with terry, peters and ortega's poor response",negative
2042,Avoid ball group's avoid product at all costs,negative
2043,The support from bautista-king seems sufficient,neutral
2044,The support from tapia-cooper seems regular,neutral
2045,Wilson group maintains typical industry standards...,neutral
2046,Mcclain llc's broken approach ruined my experience!,negative
2047,"Mccullough, evans and diaz's platform proved frustrating and repulsive",negative
2048,The repulsive quality from johnson-pittman shocked me,negative
2049,"Never dealing with ferguson, yang and franklin's horrendous team again!",negative
2050,"Sanders, miranda and jackson maintains standard industry standards.",neutral
2051,"Martin, blake and rose's approach feels standard but common",neutral
2052,"The response from howard, price and king seems typical",neutral
2053,"Never dealing with whitaker, arnold and duncan's avoid team again.",negative
2054,The product from williams ltd feels remarkable and exceptional!!,positive
2055,"Jenkins, page and weaver's software proved abysmal and awful...",negative
2056,Why didn't i try garcia-wilson's team sooner?...,positive
2057,Bates-ramirez's service proved disgusting and horrendous...,negative
2058,"I'm unacceptable with mcguire, hoover and fox's poor team.",negative
2059,The broken quality from moore ltd shocked me,negative
2060,This joyful software exceeded my expectations,positive
2061,"I'm love by thompson, romero and porter's api implementation",positive
2062,A splendid experience with massey inc's platform,positive
2063,"I'm frustrating with collins, schmidt and ferguson's poor team",negative
2064,Medina group maintains typical industry standards.,neutral
2065,Williams group sets the smooth standard for grow sticky markets,positive
2066,The response from dunn-anderson seems typical...,neutral
2067,Brown-walter maintains moderate industry standards.,neutral
2068,"A average experience with martin, farmer and smith's delivery.",neutral
2069,"Braun, buchanan and bell maintains ordinary industry standards",neutral
2070,This superb service exceeded my expectations,positive
2071,Ray and sons's approach feels ordinary but sufficient,neutral
2072,"Wilson, wilson and shaw's approach feels average but common...",neutral
2073,Knox inc's software proved dreadful and broken,negative
2074,"Smith, clements and fisher's product offers moderate performance",neutral
2075,Why didn't i try smith inc's support sooner?,positive
2076,"Brown, jennings and fritz's approach feels common but acceptable",neutral
2077,Harris llc sets the splendid standard for deliver interactive e-tailers,positive
2078,Why didn't i try thompson-atkinson's delivery sooner?,positive
2079,Why didn't i try lang-holt's delivery sooner?,positive
2080,Avoid walker-thompson's repulsive product at all costs,negative
2081,"Avoid long, cook and pennington's dreadful platform at all costs.",negative
2082,The disgusting quality from stephens-rivera shocked me.,negative
2083,Never dealing with jones-davis's broken team again...,negative
2084,"Gonzalez, day and graham's approach feels standard but regular.",neutral
2085,Owens and sons's service proved atrocious and poor,negative
2086,The delivery from spears-solis seems standard.,neutral
2087,"Why didn't i try edwards, murphy and hall's response sooner?",positive
2088,"Why didn't i try gonzales, carey and clark's team sooner?!",positive
2089,I'm frustrating with johnston ltd's poor support!,negative
